6907897085.jpg,0,0,0,0,0,17.0705939941095
5489335291.jpg,1,1,1,1,1,15.9757999227173
2212296403.jpg,2,2,2,2,2,18.1457788806416
10007903636.jpg,3,3,3,3,3,-4.56238064366008
4202847613.jpg,4,4,4,4,4,36.0657507514693
8402295544.jpg,5,5,5,5,5,45.211848903996
5040119968.jpg,6,6,6,6,6,42.6504919126198
2636294461.jpg,7,7,7,7,7,42.7421769107994
194369363.jpg,8,8,8,8,8,32.7811530072906
5955821366.jpg,9,9,9,9,9,30.659325544634
6342206102.jpg,10,10,10,10,10,11.1828336886425
4193696727.jpg,11,11,11,11,11,10.8615098491286
5912584970.jpg,12,12,12,12,12,31.8057670162195
6093133362.jpg,13,13,13,13,13,0.761068772394282
9170799378.jpg,14,14,14,14,14,8.59329122311576
9670754375.jpg,15,15,15,15,15,72.4753952248016
198187235.jpg,16,16,16,16,16,1.30615931416455
6812098169.jpg,17,17,17,17,17,13.9132218897689
7003816113.jpg,18,18,18,18,18,59.7294712888184
526762082.jpg,19,19,19,19,19,35.7564505593056
290161904.jpg,20,20,20,20,20,9.22996342051144
2588767665.jpg,21,21,21,21,21,48.2072841640247
5286915372.jpg,22,22,22,22,22,3.72480673937125
4423100872.jpg,23,23,23,23,23,27.5572760917759
4080245276.jpg,24,24,24,24,24,52.5942712814794
3467784087.jpg,25,25,25,25,25,17.2041450278144
11126652126.jpg,26,26,26,26,26,24.4929266828778
6170767458.jpg,27,27,27,27,27,109.732083344816
6264153932.jpg,28,28,28,28,28,-5.81571405770185
7535091270.jpg,29,29,29,29,29,33.8526079716995
10373546175.jpg,30,30,30,30,30,35.2550385555951
10692857705.jpg,31,31,31,31,31,11.3724919497003
8067632249.jpg,32,32,32,32,32,33.1267649572124
3256967457.jpg,33,33,33,33,33,58.4985937399432
7956634196.jpg,34,34,34,34,34,29.2846974148392
6890378940.jpg,35,35,35,35,35,-0.858432497048426
6558436183.jpg,36,36,36,36,36,19.6285021754981
9524699151.jpg,37,37,37,37,37,18.2973719483329
8189726942.jpg,38,38,38,38,38,4.23643557093519
6599488221.jpg,39,39,39,39,39,10.6778954442641
9058863840.jpg,40,40,40,40,40,48.8401865514676
5656494008.jpg,41,41,41,41,41,5.12403188001392
6945167278.jpg,42,42,42,42,42,20.9259522166442
255857546.jpg,43,43,43,43,43,28.8410614313558
8397266843.jpg,44,44,44,44,44,16.8011196081202
3787014324.jpg,45,45,45,45,45,15.8621154439397
3032057861.jpg,46,46,46,46,46,29.9727740295656
4909946838.jpg,47,47,47,47,47,3.02863124480606
2329975863.jpg,48,48,48,48,48,26.3325014926652
7991164057.jpg,49,49,49,49,49,14.4817192414875
6886226928.jpg,50,50,50,50,50,25.4993521583345
5055213857.jpg,51,51,51,51,51,36.373306012291
4275452644.jpg,52,52,52,52,52,43.2427810415627
4495516735.jpg,53,53,53,53,53,28.1118521684786
6229984844.jpg,54,54,54,54,54,40.4958543672137
6733542819.jpg,55,55,55,55,55,47.47498829294
6698669369.jpg,56,56,56,56,56,25.4065324295287
5200236444.jpg,57,57,57,57,57,36.4994385557875
3954258141.jpg,58,58,58,58,58,-6.16021681383964
4629048299.jpg,59,59,59,59,59,1.3174156654031
4757093692.jpg,60,60,60,60,60,44.559739957078
3296835726.jpg,61,61,61,61,61,11.4914146232112
2479736959.jpg,62,62,62,62,62,46.4928393944873
4042306910.jpg,63,63,63,63,63,23.5608690346027
4311062470.jpg,64,64,64,64,64,52.385195049134
4777018149.jpg,65,65,65,65,65,16.405185535202
6088627872.jpg,66,66,66,66,66,30.4826628599371
122760647.jpg,67,67,67,67,67,-4.30116133207505
3084860790.jpg,68,68,68,68,68,51.2396190239596
6136695263.jpg,69,69,69,69,69,3.58588002810856
8666962145.jpg,70,70,70,70,70,25.3982761421915
6027700445.jpg,71,71,71,71,71,28.4733199029511
3315383233.jpg,72,72,72,72,72,44.8365218121813
3305619554.jpg,73,73,73,73,73,2.47949839285204
5446222117.jpg,74,74,74,74,74,12.7456358411996
8485208349.jpg,75,75,75,75,75,-3.77922793768872
8244017611.jpg,76,76,76,76,76,7.65434473519721
6827213168.jpg,77,77,77,77,77,9.70944313804213
5197338148.jpg,78,78,78,78,78,18.6207894017392
5081374671.jpg,79,79,79,79,79,36.0154807781524
8620919369.jpg,80,80,80,80,80,45.108521190859
3385987418.jpg,81,81,81,81,81,21.2306365071576
4682349014.jpg,82,82,82,82,82,32.4974644786622
6043711166.jpg,83,83,83,83,83,14.089155089047
3934821151.jpg,84,84,84,84,84,20.654518169535
6921873872.jpg,85,85,85,85,85,24.4861269612731
5650073370.jpg,86,86,86,86,86,9.13521075694538
6258118545.jpg,87,87,87,87,87,36.580242462209
6074911475.jpg,88,88,88,88,88,7.81871071490795
10692654005.jpg,89,89,89,89,89,8.57914729627927
3039024.jpg,90,90,90,90,90,24.7446742853632
8042361563.jpg,91,91,91,91,91,11.4785686923321
3734378087.jpg,92,92,92,92,92,37.4710576153464
6870782384.jpg,93,93,93,93,93,61.5622283947961
7056790837.jpg,94,94,94,94,94,-9.72620990062742
6345505389.jpg,95,95,95,95,95,43.3019485223511
8706343716.jpg,96,96,96,96,96,41.7057385896466
4681215652.jpg,97,97,97,97,97,26.5082698810363
2250728053.jpg,98,98,98,98,98,42.2664270535462
7582497202.jpg,99,99,99,99,99,35.0087813308557
8546547724.jpg,100,100,100,100,100,20.2364310581235
7230853930.jpg,101,101,101,101,101,37.8038962522369
5782928744.jpg,102,102,102,102,102,44.5147326467233
4299216840.jpg,103,103,103,103,103,74.1046047209055
9510873691.jpg,104,104,104,104,104,10.5615693043625
8283451606.jpg,105,105,105,105,105,22.7893042113871
3326988489.jpg,106,106,106,106,106,19.9123978162159
8185807831.jpg,107,107,107,107,107,17.0342070526164
5803914327.jpg,108,108,108,108,108,11.864518062485
9184965477.jpg,109,109,109,109,109,31.2801615908021
4732496293.jpg,110,110,110,110,110,30.9528862411136
5468530650.jpg,111,111,111,111,111,14.180926919965
8412460969.jpg,112,112,112,112,112,11.0787804956624
8866395362.jpg,113,113,113,113,113,57.1823976019825
4625946312.jpg,114,114,114,114,114,51.6976450786886
6053711143.jpg,115,115,115,115,115,4.0666038136379
4689181626.jpg,116,116,116,116,116,15.5497302475988
4172609703.jpg,117,117,117,117,117,32.2807607058733
8986202022.jpg,118,118,118,118,118,22.4400406226088
2778039171.jpg,119,119,119,119,119,13.9809119373319
6259163279.jpg,120,120,120,120,120,14.8976330730805
3254432034.jpg,121,121,121,121,121,1.93541289062043
2578890441.jpg,122,122,122,122,122,10.2643044725984
326195053.jpg,123,123,123,123,123,-9.77289820691547
7459539092.jpg,124,124,124,124,124,55.4928075199003
2621420457.jpg,125,125,125,125,125,22.4131538304392
357452255.jpg,126,126,126,126,126,26.8032109100054
2068571183.jpg,127,127,127,127,127,49.632566804392
395036065.jpg,128,128,128,128,128,32.4379691435497
9211639075.jpg,129,129,129,129,129,35.8161758736702
5890423400.jpg,130,130,130,130,130,10.8237548228138
2466673147.jpg,131,131,131,131,131,24.5732739658283
3277047132.jpg,132,132,132,132,132,6.85569323034198
8501012764.jpg,133,133,133,133,133,46.4260273028262
8177148898.jpg,134,134,134,134,134,21.6318615317552
3333985138.jpg,135,135,135,135,135,53.7637668306644
435179511.jpg,136,136,136,136,136,21.2165554389639
336052627.jpg,137,137,137,137,137,8.16816450939402
6125004754.jpg,138,138,138,138,138,-11.3123524266179
5569285371.jpg,139,139,139,139,139,1.05012339787137
5839623776.jpg,140,140,140,140,140,46.1360152661142
47612135.jpg,141,141,141,141,141,22.583944390697
5748620149.jpg,142,142,142,142,142,37.7282917185937
6441383857.jpg,143,143,143,143,143,9.50584564925802
358360301.jpg,144,144,144,144,144,35.4978652690793
4847778477.jpg,145,145,145,145,145,30.3221424938244
2527003217.jpg,146,146,146,146,146,28.6910695553625
10043785683.jpg,147,147,147,147,147,8.49271563210422
4979420600.jpg,148,148,148,148,148,21.9803531615355
3138790639.jpg,149,149,149,149,149,10.0652607654201
6167489115.jpg,150,150,150,150,150,16.0276483806741
11170786154.jpg,151,151,151,151,151,52.3482536777311
3164597811.jpg,152,152,152,152,152,6.28763945199964
6438830749.jpg,153,153,153,153,153,3.93949169611059
2664892520.jpg,154,154,154,154,154,42.617202857277
2376602512.jpg,155,155,155,155,155,20.8238545062695
5944469044.jpg,156,156,156,156,156,38.7491613903114
7310636810.jpg,157,157,157,157,157,-5.8461438711519
4591422965.jpg,158,158,158,158,158,12.1303941100393
5202282320.jpg,159,159,159,159,159,7.30860564574934
8515582085.jpg,160,160,160,160,160,17.6856302522467
6727661759.jpg,161,161,161,161,161,16.9079709031509
7820783548.jpg,162,162,162,162,162,50.0934230183232
5966712198.jpg,163,163,163,163,163,9.77113559279243
8397014400.jpg,164,164,164,164,164,12.8222086964612
3146365512.jpg,165,165,165,165,165,5.35711304195817
8217034676.jpg,166,166,166,166,166,38.3486541332292
9685106937.jpg,167,167,167,167,167,32.6444720436396
7923574034.jpg,168,168,168,168,168,-5.43041219862997
4174114328.jpg,169,169,169,169,169,29.405196432241
7664231886.jpg,170,170,170,170,170,19.5224647350435
8613815314.jpg,171,171,171,171,171,34.9579846319308
6906058795.jpg,172,172,172,172,172,14.9331587768625
2313142.jpg,173,173,173,173,173,0.547775371289134
4651402324.jpg,174,174,174,174,174,23.5539676920973
6517732881.jpg,175,175,175,175,175,17.6265699008612
8195268203.jpg,176,176,176,176,176,25.6935369500004
11250215644.jpg,177,177,177,177,177,14.5107960786827
8687755587.jpg,178,178,178,178,178,4.48601088834081
3840546727.jpg,179,179,179,179,179,49.5980220086692
4789129778.jpg,180,180,180,180,180,21.2929425912455
3618795157.jpg,181,181,181,181,181,73.3555901830561
3265568572.jpg,182,182,182,182,182,21.1699247367113
8044706176.jpg,183,183,183,183,183,18.2354629338883
3381345467.jpg,184,184,184,184,184,13.28016616981
